customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C05642,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,70.13,3584.07,No
C05643,Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),110.14,1380.64,Yes
C05644,Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),81.96,1092.68,No
C05645,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.29,988.02,No
C05646,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,86.28,857.24,No
C05647,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.72,60.41,No
C05648,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,77.15,3076.28,No
C05649,Female,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),91.41,2722.72,No
C05650,Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),69.49,1876.19,No
C05651,Female,0,No,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,99.4,4081.07,No
C05652,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),90.22,3102.11,No
C05653,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.51,590.16,Yes
C05654,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,33.08,455.02,No
C05655,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,101.59,490.38,Yes
C05656,Male,0,Yes,No,4,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,111.59,529.76,No
C05657,Female,0,No,Yes,33,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.7,1080.12,No
C05658,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,66.82,3936.15,No
C05659,Female,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,43.89,3238.17,No
C05660,Female,0,No,No,29,No,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),93.45,2840.2,No
C05661,Female,0,No,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,90.16,703.01,No
C05662,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.09,141.78,No
C05663,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,105.7,5490.27,Yes
C05664,Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.1,948.4,No
C05665,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),97.73,2924.78,No
C05666,Male,0,Yes,Yes,45,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),63.7,2886.65,No
C05667,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.83,1835.21,No
C05668,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,33.82,1831.63,No
C05669,Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.76,103.13,No
C05670,Female,1,Yes,Yes,41,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,84.19,3522.11,No
C05671,Male,0,Yes,Yes,57,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,73.04,4194.26,No
C05672,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),30.21,333.61,No
C05673,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.27,916.08,No
C05674,Male,1,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),25.23,293.43,No
C05675,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),92.38,6783.42,No
C05676,Female,1,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.19,263.13,Yes
C05677,Male,1,Yes,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.84,662.61,No
C05678,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,74.03,413.32,Yes
C05679,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.47,996.69,No
C05680,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),108.37,622.38,No
C05681,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.71,955.46,Yes
C05682,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.82,1774.02,Yes
C05683,Female,0,No,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),110.62,8133.22,No
C05684,Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,99.15,766.5,No
C05685,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,100.85,580.86,Yes
C05686,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.97,3287.73,No
C05687,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,48.61,974.58,No
C05688,Male,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,39.78,2942.81,No
C05689,Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,50.72,274.9,Yes
C05690,Male,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,80.85,2590.5,Yes
C05691,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.27,274.37,No
C05692,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),43.86,264.78,No
C05693,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,64.81,2245.62,Yes
C05694,Male,1,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.31,1166.82,No
C05695,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.86,3242.41,No
C05696,Male,0,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.32,1350.56,No
C05697,Male,0,Yes,Yes,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,92.81,1628.88,Yes
C05698,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,84.64,1272.59,No
C05699,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,76.27,5575.75,No
C05700,Female,1,No,Yes,10,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.79,745.17,No
C05701,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),36.66,397.88,Yes
C05702,Female,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,107.47,1412.65,No
C05703,Female,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.85,1104.96,No
C05704,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.13,250.22,No
C05705,Male,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.0,6717.52,No
C05706,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.56,356.38,No
C05707,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,55.19,3752.62,No
C05708,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.83,65.01,Yes
C05709,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),31.71,1053.21,Yes
C05710,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.32,2564.82,No
C05711,Male,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,23.44,152.31,No
C05712,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.67,6058.2,No
C05713,Female,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),101.7,2005.99,No
C05714,Female,1,Yes,No,72,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),55.33,4021.67,No
C05715,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,105.46,3679.82,Yes
C05716,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),39.33,398.94,No
C05717,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.54,352.39,No
C05718,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),33.07,370.19,No
C05719,Male,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.06,199.77,No
C05720,Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.99,332.51,Yes
C05721,Male,0,No,Yes,3,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.33,337.45,No
C05722,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.17,1510.13,Yes
C05723,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.57,3499.09,No
C05724,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,80.76,402.42,No
C05725,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),111.53,489.85,No
C05726,Male,0,No,No,30,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),47.91,1532.71,No
C05727,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,53.92,420.27,Yes
C05728,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),89.77,321.83,No
C05729,Female,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.13,481.28,No
C05730,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.85,2603.89,No
C05731,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.61,2922.36,Yes
C05732,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.78,962.67,No
C05733,Female,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.94,1901.16,Yes
C05734,Male,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),35.83,881.82,No
C05735,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.44,3754.61,No
C05736,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,94.23,3278.56,Yes
C05737,Female,0,Yes,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),66.14,2042.19,No
C05738,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.01,861.89,Yes
C05739,Male,0,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,107.73,208.44,No
C05740,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.62,611.68,Yes
C05741,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,43.04,2863.13,No
C05742,Male,0,No,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72.27,1853.7,No
C05743,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,97.9,5371.19,No
C05744,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),21.63,1586.71,No
C05745,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,116.4,774.44,No
C05746,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,63.49,2256.58,No
C05747,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),53.92,1838.0,No
C05748,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,47.27,3495.28,Yes
C05749,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,35.44,2574.27,Yes
C05750,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,97.16,3334.62,Yes
C05751,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,113.54,1024.33,No
C05752,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.36,2895.32,No
C05753,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),113.24,375.86,Yes
C05754,Female,0,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,100.38,4695.49,No
C05755,Female,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.11,4890.91,No
C05756,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.4,1292.71,Yes
C05757,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.5,1878.79,No
C05758,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.87,1308.83,Yes
C05759,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.8,437.97,No
C05760,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.63,971.67,No
C05761,Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,23.28,1008.38,No
C05762,Male,0,No,Yes,72,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,99.71,7193.28,No
C05763,Male,1,Yes,No,72,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,100.49,7237.27,Yes
C05764,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,41.71,234.08,No
C05765,Male,0,Yes,Yes,62,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),50.37,3162.47,No
C05766,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),66.13,2677.08,No
C05767,Female,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.67,631.4,No
C05768,Female,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,46.74,143.01,Yes
C05769,Female,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.25,737.48,No
C05770,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.78,3516.23,No
C05771,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,23.55,706.88,No
C05772,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,724.25,No
C05773,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,28.12,278.66,No
C05774,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,97.23,3834.0,Yes
C05775,Female,0,Yes,Yes,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),114.14,167.48,No
C05776,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.7,963.13,Yes
C05777,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),69.27,2037.79,No
C05778,Female,0,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.68,195.72,No
C05779,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.1,3841.18,No
C05780,Female,1,Yes,Yes,8,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,32.47,306.94,Yes
C05781,Male,1,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.12,2509.86,Yes
C05782,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),111.33,1791.47,No
C05783,Male,1,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),37.57,1063.53,No
C05784,Female,0,No,Yes,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,94.46,400.58,No
C05785,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,20.35,28.69,No
C05786,Male,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),55.55,4008.75,No
C05787,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.07,282.31,No
C05788,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),53.25,2761.97,No
C05789,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,35.35,2563.63,No
C05790,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),55.33,406.41,No
C05791,Female,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,59.75,554.35,No
C05792,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,48.06,1573.14,No
C05793,Female,0,Yes,No,72,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.66,6106.08,Yes
C05794,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,109.89,7925.92,Yes
C05795,Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.06,1271.1,Yes
C05796,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,37.23,1806.79,No
C05797,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.07,246.16,Yes
C05798,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,103.4,7480.55,Yes
C05799,Female,0,Yes,Yes,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),75.16,5502.28,No
C05800,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,63.5,384.78,No
C05801,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.96,394.36,No
C05802,Male,1,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,62.97,283.07,Yes
C05803,Male,0,Yes,Yes,9,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),45.85,465.45,No
C05804,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,112.32,5807.13,No
C05805,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),106.41,1522.75,Yes
C05806,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,26.39,53.58,No
C05807,Male,0,No,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,69.67,932.22,Yes
C05808,Male,0,No,No,72,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),40.51,2924.69,No
C05809,Male,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.08,1726.96,No
C05810,Male,0,No,Yes,16,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.68,1848.28,No
C05811,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),70.75,392.03,No
C05812,Female,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,51.42,3766.89,No
C05813,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),38.79,2049.46,No
C05814,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),98.03,944.32,No
C05815,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,80.45,195.84,No
C05816,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,64.81,78.62,No
C05817,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),39.75,129.62,No
C05818,Male,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,51.42,1343.32,No
C05819,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.98,8226.54,No
C05820,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,70.01,1460.69,No
C05821,Male,0,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.07,3231.12,Yes
C05822,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.14,1291.5,Yes
C05823,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),95.9,3619.31,No
